,0
314,まだほかにもう一人あるはずよ、きっと」　津田の顔が急に堅くなった。唇の肉が少し動いた。
315,彼は眼を自分の膝の上に落したぎり何も答えなかった。「解ったでしょう、誰だか」　細君は
316,彼の顔を覗き込むようにして訊いた。彼は固よりその誰であるかをよく承知していた。
317,けれども細君の云う事を肯定する気は毫もなかった。再び顔を上げた時、彼は沈黙の眼を細君の方に向けた。
318,その眼が無言の裡に何を語っているか、細君には解らなかった。「御気に障ったら堪忍してちょうだい。
319,そう云うつもりで云ったんじゃないんだから」「いえ何とも思っちゃいません」「本当に？」「本当に何とも思っちゃいません」
320,「それでやっと安心した」　細君はすぐ元の軽い調子を恢復した。
321,あなたはそら今おっしゃった通りちょうどでしょう、それからお延さんが今年三になるんだから、年歯でいうと、よっぽど違うんだけれども、
322,様子からいうと、かえって奥さんの方が更けてるくらいよ。更けてると云っちゃ失礼に当るかも知れないけれども、
323,何と云ったらいいでしょうね、まあ......」　細君は津田を前に置いてお延の様子を形容する言葉を思案するらしかった。
324,大事にして御上げなさいよ」細君の語勢からいうと、
325,「大事にしてやれ」という代りに、「よく気をつけろ」と云っても大した変りはなかった。章、終り。
326,その時二人の頭の上に下っている電灯がぱっと点いた。
327,瓦斯煖炉の色のだんだん濃くなって来るのを、最前から注意して見ていた津田は、黙って書生の後姿を目送した。
328,もう好い加減に話を切り上げて帰らなければならないという気がした。
329,そうしてそれを相図に、自分の持って来た用事を細君に打ち明けた。用事は固より単簡であった。
330,けれども細君の諾否だけですぐ決定されべき性質のものではなかった。彼の自由に使用したいという一週間前後の時日を、
331,月のどこへ置いていいか、そこは彼女にもまるで解らなかった。「いつだって構やしないんでしょう。繰合せさえつけば」
332,彼女はさも無雑作な口ぶりで津田に好意を表してくれた。「無論繰合せはつくようにしておいたんですが......」
333,心配する事も何にもないわ」　細君は快よく引き受けた。
334,あたかも自分が他のために働らいてやる用事がまた一つできたのを喜こぶようにも見えた。
335,相手をそうさせたのだという自覚が彼をなおさら嬉しくした。
336,彼はある意味において、この細君から子供扱いにされるのを好いていた。
337,それは子供扱いにされるために二人の間に起る一種の親しみを自分が握る事ができたからである。
338,そうしてその親しみをよくよく立ち割って見ると、やはり男女両性の間にしか起り得ない特殊な親しみであった。
339,例えて云うと、或人が茶屋女などに突然背中を打やされた刹那に受ける快感に近い或物であった。
340,同時に彼は吉川の細君などがどうしても子供扱いにする事のできない自己を裕にもっていた。
341,彼はその自己をわざと押し蔵して細君の前に立つ用意を忘れなかった。
342,かくして彼は心置なく細君から嬲られる時の軽い感じを前に受けながら、
343,背後はいつでも自分の築いた厚い重い壁に倚りかかっていた。彼が用事を済まして椅子を離れようとした時、
344,細君は突然口を開いた。「また子供のように泣いたり唸ったりしちゃいけませんよ。大きな体をして」
345,津田は思わず去年の苦痛を思い出した。「あの時は実際弱りました。唐紙の開閉が局部に応えて、
346,誰が受合ってくれたの。何だか解ったもんじゃないわね。あんまり口幅ったい事をおっしゃると、見届けに行きますよ」
347,「あなたに見舞に来ていただけるような所じゃありません。狭くって汚なくって変な部屋なんですから」「いっこう構わないわ」
348,細君の様子は本気なのか調戯うのかちょっと要領を得なかった。
